"H0022200","R0000100","R0007900","R0173600","R0214700","R0214800","R1774200","T4892700","T5176100","T5595900","T5596000","T5596200","T5596700","T5599700","T5599800","T5599900","T5600000","T5619500","T5621700","T5731800","T5732000","T5772700","T5772900","T5774300"
4,6422,-2,13,2,2,4,230,-4,5,6,2,1,1,2,3,1,0,-4,0,0,0,0,5
-4,6423,1,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6424,-2,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6425,8,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6426,-2,13,2,2,4,180,-4,5,4,2,2,1,5,5,0,0,-4,0,0,0,0,9
5,6427,-2,13,2,2,4,266,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,6428,-2,13,2,2,5,210,-4,5,5,2,2,1,3,1,0,0,-4,1,0,2114,0,4
4,6429,2,13,2,2,4,187,-4,5,4,2,2,3,1,2,0,5500,-4,0,0,2080,0,7
5,6430,-2,10,2,1,4,200,-4,5,8,5,1,4,3,1,0,0,-4,0,0,0,0,7
2,6431,2,10,2,1,5,138,-4,5,6,3,2,4,1,1,0,0,15000,0,0,1000,-3,18
1,6432,9,10,2,1,4,152,-4,5,11,4,4,4,3,3,5,6500,-4,0,0,1300,0,4
1,6433,-2,10,2,1,4,225,-4,6,1,1,1,1,1,1,2,65000,-4,1,0,2080,0,10
5,6434,-2,13,2,2,4,130,-4,5,2,1,3,3,3,4,0,45000,-4,1,1,2475,0,4
5,6435,-2,10,2,1,4,217,-4,5,8,5,2,3,5,5,0,0,-4,0,0,0,0,11
-4,6436,11,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6437,16,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6438,-2,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6439,12,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,6440,4,10,2,1,-5,217,-4,6,5,2,3,3,4,4,2,20800,-4,0,0,2080,0,5
-4,6441,6,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6442,7,13,2,2,4,270,-4,6,0,2,2,4,1,1,0,38000,-4,0,0,1096,-3,14
-4,6443,1,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,6444,-2,13,2,2,4,213,-4,5,3,5,5,1,1,1,2,0,-4,0,0,880,0,9
4,6445,5,13,2,2,4,285,-4,5,8,2,2,1,1,1,1,0,-4,0,0,0,0,1
-4,6446,-3,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6447,12,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,6448,-2,13,2,2,4,187,-4,5,5,3,2,1,3,3,0,15000,-4,1,1,1924,0,12
4,6449,-2,13,2,2,4,280,-4,5,5,2,1,1,3,3,2,0,-4,1,0,1760,0,8
5,6450,-2,13,2,2,5,243,14,5,4,2,1,1,2,2,5,17000,-4,0,0,2080,0,30
1,6451,-2,10,2,1,4,250,-4,6,3,1,2,3,2,3,0,1500,-4,0,0,1700,0,11
4,6452,-2,10,2,1,5,220,-4,5,11,5,5,1,5,5,0,0,-4,0,0,0,0,6
2,6453,10,10,2,1,4,178,-4,5,10,2,1,1,3,3,1,25000,-4,0,0,2080,0,10
5,6454,12,10,2,1,5,152,-4,5,8,4,1,3,3,3,0,85000,-4,0,0,2475,0,6
4,6455,7,13,2,2,4,261,-4,5,3,-4,2,4,3,3,1,39000,-4,0,0,2080,0,13
5,6456,9,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,6457,10,13,2,2,4,180,-4,5,4,1,2,4,1,1,0,0,-4,0,1,585,0,18
5,6458,11,10,2,1,-5,175,-4,6,0,2,1,4,2,2,0,30000,-4,0,0,1440,0,10
5,6459,11,13,2,2,5,210,18,5,6,2,2,1,2,2,0,54000,-4,0,1,2080,0,15
-4,6460,12,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,6461,-2,13,2,2,4,110,-4,5,7,4,1,4,3,5,0,0,-4,1,0,0,52,23
1,6462,-2,10,2,1,4,175,-4,5,10,2,2,3,3,1,1,50000,-4,0,0,3648,0,25
-4,6463,8,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6464,8,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,6465,9,10,2,1,-5,200,-4,5,9,1,1,2,5,5,0,42000,-4,0,0,3120,0,14
1,6466,9,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6467,9,10,2,1,4,208,-4,5,10,5,5,4,5,5,0,0,-4,1,0,0,0,32
-4,6468,11,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,6469,4,10,2,1,4,208,-4,6,0,1,2,3,2,2,1,136000,-4,0,0,2080,0,5
2,6470,3,13,2,2,4,210,-4,5,5,2,2,1,2,3,1,104000,-4,0,1,2496,0,3
4,6471,12,10,2,1,4,300,-4,6,0,5,5,3,2,2,2,0,-4,0,0,0,0,12
4,6472,9,13,2,2,4,155,-4,5,10,-4,-4,2,5,5,0,0,-4,0,0,0,0,3
1,6473,8,10,2,1,4,220,-4,5,10,2,2,1,2,4,2,30000,-4,0,0,0,0,4
3,6474,-2,13,2,2,4,228,-4,5,11,3,1,1,5,5,4,0,-4,0,0,0,0,10
-4,6475,2,13,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,6476,-2,10,2,1,4,210,-4,6,0,5,1,3,3,3,1,0,-4,1,0,0,0,8
1,6477,-2,10,2,1,4,250,-4,6,2,1,1,4,5,5,1,21840,-4,0,0,2080,0,6
1,6478,11,10,2,1,4,217,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6479,-2,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,6480,12,10,2,1,4,288,-4,6,2,2,1,3,5,5,0,30000,-4,0,0,2290,0,9
2,6481,12,13,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6482,9,13,2,2,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6483,9,13,2,2,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,6484,9,10,2,1,5,180,-4,5,9,2,2,3,4,4,2,0,-4,0,0,0,0,5
1,6485,16,13,2,2,5,180,-4,5,9,1,1,3,1,1,0,10000,60000,0,0,1040,0,24
5,6486,12,13,2,2,4,203,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6487,1,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,6488,6,10,2,1,4,290,-4,6,0,1,1,3,1,1,0,30000,-4,0,0,2330,0,4
4,6489,5,13,2,2,4,267,-4,5,6,3,2,4,3,3,0,30000,-4,1,0,1800,7,14
-2,6490,-2,10,2,1,-5,159,-4,5,6,4,4,2,1,1,2,0,-4,0,0,0,0,9
1,6491,13,10,2,1,4,175,-4,6,-4,2,2,4,5,5,1,0,-4,0,0,0,0,16
-4,6492,-4,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6493,-2,10,2,1,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6494,-2,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,6495,8,10,2,1,4,225,-4,5,12,2,2,1,1,2,0,0,-4,0,0,0,0,7
-4,6496,7,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6497,8,10,2,1,4,235,-4,6,1,2,2,3,4,4,3,52000,-4,0,1,2080,0,20
1,6498,9,10,2,1,4,200,-4,5,7,1,1,3,5,5,3,20000,-4,1,0,2136,0,9
4,6499,12,10,2,1,4,222,-4,6,0,1,2,1,3,3,3,89000,-4,0,1,3090,0,13
1,6500,9,10,2,1,4,170,-4,5,6,-4,3,3,3,3,2,40000,-4,0,0,2150,0,20
3,6501,0,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6502,9,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6503,-2,13,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6504,-3,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6505,-2,13,2,2,4,109,-4,5,1,2,2,2,3,3,2,0,-4,0,0,0,0,12
-4,6506,-2,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,6507,6,10,2,1,4,160,12,5,5,2,2,4,5,5,2,6000,-4,0,0,2050,11,14
1,6508,-3,10,2,1,4,185,-4,5,10,2,2,3,3,3,2,0,-4,0,1,0,0,12
-4,6509,-2,9,3,1,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6510,0,13,2,2,4,228,-4,5,6,2,2,4,4,3,4,0,-4,0,1,0,0,4
3,6511,5,10,2,1,4,280,-4,5,10,2,1,1,5,5,1,63000,-4,1,0,3640,0,13
-4,6512,12,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,6513,3,13,2,2,4,238,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6514,5,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6515,5,13,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,6516,12,13,2,2,4,150,-4,5,3,2,2,4,5,5,2,7000,-4,0,0,2210,0,10
1,6517,12,10,2,1,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,6518,7,10,2,1,-5,225,-4,5,10,2,2,1,1,1,3,28000,-4,1,1,1474,0,19
-4,6519,8,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6520,12,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6521,12,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6522,3,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6523,9,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6524,5,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6525,8,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6526,8,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6527,12,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6528,5,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6529,5,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6530,8,9,3,1,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6531,4,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6532,6,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6533,3,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6534,6,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6535,11,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6536,6,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6537,7,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6538,4,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6539,12,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6540,16,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6541,11,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6542,20,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6543,18,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6544,12,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6545,10,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6546,14,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6547,16,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6548,11,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6549,12,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6550,14,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6551,8,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6552,8,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6553,9,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6554,1,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,6555,-3,13,2,2,5,210,-4,5,6,2,2,3,3,3,7,17000,-4,0,0,2080,0,6
-4,6556,18,12,3,2,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6557,16,9,3,1,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6558,11,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6559,15,9,3,1,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6560,16,9,3,1,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6561,16,9,3,1,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6562,20,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6563,20,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6564,12,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6565,18,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6566,12,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6567,12,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6568,20,12,3,2,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6569,16,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6570,12,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6571,19,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6572,13,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6573,4,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6574,8,10,2,1,4,265,-4,5,9,2,1,3,2,1,0,15000,-4,0,0,2080,0,9
-4,6575,4,13,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6576,4,10,2,1,4,275,-4,6,0,1,1,1,1,1,2,23000,-4,0,1,2070,0,9
-4,6577,5,9,3,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6578,3,12,3,2,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6579,7,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6580,11,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6581,4,9,3,1,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6582,4,9,3,1,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6583,6,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6584,6,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6585,10,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6586,8,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6587,0,13,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6588,1,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6589,1,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6590,6,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6591,-3,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6592,8,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,6593,11,10,2,1,4,215,-4,5,10,2,-2,1,1,1,1,8000,-4,0,0,792,36,15
2,6594,12,10,2,1,4,200,-4,5,7,2,2,3,2,3,2,-2,-4,1,0,1440,0,14
1,6595,12,11,1,1,2,200,-4,5,11,2,2,3,4,4,0,-1,-4,0,-1,2080,0,10
-4,6596,6,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6597,6,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,6598,3,10,2,1,4,192,-4,5,8,1,1,4,2,3,0,350,-4,0,0,1632,0,11
4,6599,4,13,2,2,5,225,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6600,9,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6601,-2,10,2,1,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6602,-3,13,2,2,4,145,-4,5,4,2,2,3,1,1,0,0,-4,0,0,0,0,5
1,6603,6,10,2,1,4,210,-4,5,9,1,2,1,4,1,2,26386,-4,0,1,2080,0,9
2,6604,-3,13,2,2,4,197,-4,5,6,2,2,1,1,1,1,0,-4,-1,0,0,20,14
5,6605,-4,13,2,2,4,187,-4,5,9,1,1,1,1,1,0,43000,-4,0,0,2808,0,14
2,6606,-2,13,2,2,4,164,12,5,0,1,2,1,5,3,2,25000,-4,0,0,1446,6,15
-4,6607,12,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6608,-3,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6609,13,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6610,8,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6611,8,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6612,8,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6613,12,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6614,12,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6615,16,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6616,14,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6617,-4,10,2,1,4,260,13,6,2,1,1,4,3,3,3,0,-4,0,1,0,0,21
-4,6618,-3,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6619,10,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6620,14,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6621,12,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6622,-2,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6623,10,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6624,9,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6625,-4,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6626,12,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6627,17,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6628,12,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6629,9,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6630,12,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6631,12,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6632,11,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6633,12,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6634,4,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6635,4,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6636,8,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6637,8,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6638,12,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6639,0,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6640,6,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6641,16,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,6642,6,13,2,2,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
